jpyj	戒严
fugu	抚孤
vidv	质对
gxai	挂碍
gxqm	挂牵
fuvu	扶助
fuai	抚爱
nkzy	扭亏增盈
fuqi	扶起
lwgu	擂鼓
jiji	技击
gxxn	挂孝
gxlk	挂零
kcdc	拷到
gxbn	挂表
fuqb	抚琴
gxhx	挂画
hhyk	挥霍一空
visu	质素
pqhu	爬墙虎
vidm	质点
gxii	挂齿
jifa	技法
vjiu	折戟沉沙
gxlz	挂漏
fuvh	抚掌
dytc	遁逃
fdpd	反动派
jiui	技师
gxgo	挂果
vijm	质监
yuqi	扬声器
gxvz	挂轴
byuj	白云山
fufg	扶风
fuuu	扶疏
gxpk	挂屏
gxho	挂火
pjpc	迫击炮
vudg	指示灯
viln	质料
viuu	质数
gxlm	挂帘
fuww	扶危
gxjn	挂角
ddpu	打地铺
qjer	丘吉尔
fuba	扶把
fuyc	扶摇
jpju	拮据
viks	质控
gxpd	挂拍
jpkh	拮抗
iixp	持械
sski	搜索枯肠
fuvi	扶植
futi	扶梯
jixn	技校
vijm	质检
iiiz	持筹
iiuf	持身
iihg	持衡
tufu	提示符
kcru	拷入
gxdz	挂斗
fubk	扶病
gxdj	挂单
vixn	质效
jiyh	技痒
fubw	抚背
iidc	持刀
pmhv	拍卖会
vibc	质保
iirf	持人
gxxm	挂线
furo	扶弱
fuyu	抚育
iivg	持证
lwvu	擂主
dyci	遁词
fumo	抚摩
fuvz	抚州
gxqi	挂旗
iily	持论
bkgs	兵工
bkge	兵戈
qqmu	丘墓
hlzi	皇子
hzfh	后防
hzgu	后顾
hzbw	后辈
hlli	皇历
mohv	抹灰
jpda	捷达
jpke	捷克
bkxm	兵燹
yvam	拥政爱民
moxs	抹胸
hzyc	后腰
molm	抹脸
pktj	乒坛
bkui	兵士
hzjb	后进
pkxp	乒协
kbgo	看不过
mbkd	抹不开
hlfu	皇甫
vthd	指天画地
ubzl	失不再来
hzui	后事
xpdd	挟带
jbkg	揭不开锅
nybl	拟于不伦
kdsu	抗毒素
hzbu	后步
bovj	搏战
qqhe	丘壑
hzhj	后汉
molw	抹泪
bkuv	白开水
vvdh	执政党
gbjt	鬼不觉
hzll	后梁
bnuf	搬弄是非
hzuh	后晌
hzyk	后影
bkyr	兵员
bkie	兵车
bkli	兵力
hzvz	后周
hzuj	后山
hzvh	后账
hzyi	后羿
ytfw	岳飞
bkho	兵火
hzdg	后灯
moff	抹粉
hlll	皇粮
fvqx	扶正祛邪
bkjx	兵家
huvu	后事之师
bkzd	兵灾
hzil	后窗
moua	抹煞
jpbc	捷报
hzyr	后援
xpii	挟持
vtur	指天誓日
xpvi	挟制
hzie	后撤
bkdk	兵丁
ubkd	势不可当
hzvi	后知
bkjm	兵舰
hzjp	后街
bkvs	兵种
hzbw	后备
bkyi	兵役
bphg	白平衡
bkfu	兵符
bkpi	兵痞
hzbu	后部
hzdr	后端
hlqb	皇亲
hzuz	后首
hzbw	后背
hzfw	后妃
xpxm	挟嫌
bkrf	兵刃
hzdr	后段
hzhv	后会
hzrf	后任
wuvu	捂住
buui	捕食
beji	白垩纪
hzji	后继
hlts	皇统
hzxu	后序
hzvu	后主
hzji	后记
bkbm	兵变
hzth	后唐
nmjp	年节
luho	掳获
xpvi	卸职
puts	扑通
kjdv	看对
kjdp	看碟
kjgu	看顾
jtdo	攫夺
nmbw	年辈
nmli	年历
pumm	扑面
pahv	爬灰
nmuz	年寿
kjni	看腻
nqru	牛乳
nqdu	牛肚
ietv	扯腿
pudi	扑地
paql	爬墙
puji	扑击
nmzg	年增
nmqk	年青
xpxx	卸下
nmhx	年画
xpze	卸责
ielp	扯裂
dkuv	打瞌睡
pili	披沥
nqyz	牛油
nmgl	年光
pisa	披洒
pays	爬泳
pudp	扑蝶
nmli	年里
nmjm	年鉴
nqmg	牛虻
vvyr	指战员
nmxs	年兄
pijx	披甲
nqqr	牛圈
kjtp	看帖
iedj	扯蛋
kjgr	看惯
puho	扑火
nmuu	年数
nmxn	年宵
kjgr	看官
kjke	看客
nmli	年礼
nmjb	年金
nmjq	年久
iedn	扯掉
nmjb	年近
nqba	牛扒
pifu	披拂
pulg	扑棱
kjxl	看相
kjbj	看板
nmgf	年根
jvuu	技战术
nmzu	年租
kjis	看重
pubi	扑鼻
lptn	拉皮条
dnru	掉入
nmtz	年头
xpvl	卸装
nmjm	年间
nmzy	年尊
piyt	披阅
puuj	扑闪
nqbw	牛背
kjna	看那
pudc	扑倒
nqgr	牛倌
kjvu	看住
pihs	披红
nmjk	年经
nmyt	年约
piyi	披衣
kjdm	看店
ietj	扯谈
kjve	看这
pimi	披靡
bvtk	拜占庭
nmye	年夜
nmlv	年率
tlsj	托洛斯基
tnhx	挑花
tniu	挑出
igda	撑大
hhiy	挥汗成雨
jnig	搅成
dvet	抵掌而谈
sttv	扫堂腿
qrmd	泉脉
igdi	撑地
tnds	挑动
qrig	泉城
dhyu	挡雨
vuxi	朱熹
lhba	拦河坝
tnfu	挑夫
vfby	执法不严
ucld	捎来
ytvf	扬汤止沸
qrys	泉涌
qryr	泉源
vgqm	朱光潜
jnhy	搅混
icmw	抄没
qxxs	气汹汹
vuqi	朱漆
rggy	热滚滚
qrlq	泉流
pull	排水量
vumo	朱墨
dhie	挡车
dhjx	挡驾
dhfg	挡风
vfby	执法必严
icuz	抄收
icuu	抄书
jnju	搅局
uvxb	手掌心
tndg	挑灯
icjx	抄家
vfff	执法犯法
tnjm	挑拣
igii	撑持
tndj	挑担
vupi	朱批
ffxs	反法西斯
vudk	朱顶
dggy	打光棍
iuji	抽水机
lfge	拉法格
igir	撑船
jhfj	搅海翻江
jnde	搅得
jnfj	搅翻
pugr	排水管
pxwu	排泄物
rupk	热水瓶
sjfg	撒酒疯
rudd	热水袋
jnhe	搅合
icjm	抄件
tnui	挑食
vuhs	朱红
ucgw	捎给
jnij	搅缠
dyui	打油诗
qrvz	泉州
vuwf	朱文
ljgs	揽工
jpmu	揭幕
tihx	提花
djzi	担子
jpyh	揭阳
tivi	提职
tifh	提防
tiqp	提挈
ifmm	抻面
ljyt	揽月
ljug	揽胜
tiji	提及
jpqu	揭去
jpqi	揭起
jpui	揭示
jpkd	揭开
yjby	殷鉴不远
tiqb	提琴
tixm	提现
tidu	提督
tixp	提些
tigr	提灌
tifa	提法
djuv	担水
ljho	揽活
npjb	捏紧
uyui	摄影师
bhhl	白晃晃
qaah	气昂昂
djjx	担架
jptp	揭帖
brjg	白日见鬼
jpiz	揭丑
tvdg	探照灯
uyjx	摄影家
tiuf	提审
jpmi	揭密
tiuf	提神
dudc	打蛇打七寸
tiya	提押
tivi	提制
npwo	捏握
jppi	揭批
ljqr	揽权
uyji	摄影机
jpbh	揭榜
jpdr	揭短
jppd	揭牌
tilj	提篮
jpmi	揭秘
tixl	提箱
yyuz	摇曳生姿
ljru	揽入
tidj	提单
tihy	提婚
tiji	提级
bhgr	白虹贯日
tiqk	提请
tixy	提讯
jpdi	揭底
kzhx	扣划
ccqp	操切
kzzi	扣子
jriu	捐出
kzya	扣压
uzpv	手足胼胝
bbwi	卑鄙无耻
kzds	扣动
kzqu	扣去
gkjb	拐进
gkzc	拐枣
kzyj	扣眼
ccyj	操演
kzjb	扣紧
vlmd	指路明灯
qxxu	气吁吁
yibp	揖别
qhhg	气哼哼
wdjx	舞蹈家
uybq	拾遗补缺
yike	揖客
gkjn	拐角
voyu	捉鱼
vomo	捉摸
qwxt	气味相投
ccxk	操行
jrxp	捐血
jrqu	捐躯
jruv	捐税
pvlv	排中律
jrzi	捐资
bxdi	把兄弟
jrjm	捐建
vodc	捉刀
jrqi	捐弃
yirh	揖让
wuxp	舞鞋
bddh	摆荡
wuyi	舞艺
lnhl	撂荒
yadv	押队
bvji	白斩鸡
wuls	舞龙
dbgu	打边鼓
wuih	舞场
wuve	舞者
bddc	摆到
bdlp	摆列
bdvo	摆桌
wuii	舞池
rlxt	热力学
yadh	押当
yavu	押注
bddu	摆渡
yati	押题
bdhl	摆晃
wuxk	舞星
yahv	押回
wuqu	舞曲
wumi	舞迷
jlsd	接力赛
wuke	舞客
cvyr	措置裕如
blhj	兵连祸结
bdvs	摆钟
wuui	舞狮
nqqu	年轻气盛
wuji	舞技
yahz	押后
bdbd	摆摆
kyva	捆扎
bduz	摆手
jlbh	接力棒
yazu	押租
fvpm	反转片
djdo	打架斗殴
wumw	舞美
wubi	舞弊
wuzi	舞姿
wunl	舞娘
wuhv	舞会
lndc	撂倒
kyvu	捆住
viui	制式
qtxl	缺项
vige	制革
grqu	罐区
tzyi	投医
viyc	制药
grzi	罐子
qtvf	缺阵
iziu	抽出
izyj	抽验
tzzd	投在
qtye	缺页
viig	制成
vifu	制服
viug	制胜
izvi	抽脂
vids	制动
xfgl	掀风鼓浪
tzjk	投井
tzkc	投考
tzdc	投到
vibn	制表
izqq	抽球
ufqb	手风琴
tzxx	投下
bohx	帛画
tzld	投来
qgyk	抢购一空
tzdu	投毒
puhu	爬山虎
tzjl	投江
vifa	制法
qtlz	缺漏
iztc	抽逃
izqi	抽泣
tzvu	投注
tzui	投师
tzyk	投映
qtdm	缺电
izxi	抽吸
izye	抽噎
izyj	抽咽
grie	罐车
vidc	制导
vifa	制发
tzyi	投以
tzln	投料
tzji	投寄
tzjy	投军
vixm	制宪
qtee	缺额
ikmo	揣摸
yfvh	扬幡招魂
aiai	皑皑
vflh	招风揽火
izhr	抽换
cvve	摧折
tzvi	投掷
ikxl	揣想
izjm	抽检
tzdi	投敌
izsv	抽穗
vibj	制版
tzlj	投篮
viig	制程
vibw	制备
tzxl	投向
gjiz	鬼见愁
izuv	抽税
izxm	抽闲
qtmf	缺门
vifu	制伏
tzhe	投合
vijx	制假
vijm	制件
ghti	缸体
qtrf	缺人
izua	抽纱
tzhr	投缳
izso	抽缩
qtbm	缺编
viji	制剂
viww	制为
vidk	制订
anji	氨基
jtmu	掘墓
lvbf	氯苯
yhzi	扬子
yhww	扬威
qibg	气泵
qiug	气盛
djfw	氮肥
nqyc	扭腰
nito	拟妥
soji	所及
sozd	所载
bods	拨动
hhwj	后悔无及
yhqi	扬起
soui	所示
jtjb	掘进
sowu	所无
sojn	所教
sovi	所至
juli	据理
djsu	氮素
hphu	后怕虎
qixu	气虚
vayj	扎眼
qxuf	缺心少肺
yhif	扬尘
anuv	氨水
varj	扎染
bjyi	白居易
yhba	氧吧
qikz	气口
wobp	握别
bojn	拨叫
qitm	气田
soxx	所辖
qili	气力
nibj	拟办
solw	所累
sojm	所见
yhmw	扬眉
qicu	气粗
qihj	气焊
nqdr	扭断
nddg	氖灯
qiva	气炸
boll	拨粮
qige	气割
juuz	据守
bors	拨冗
qimi	气密
juui	据实
qiil	气窗
soua	所杀
qiji	气急
jubc	据报
bkdh	摒挡
nqbd	扭摆
qigh	气缸
ybyy	氤氲
sopo	所迫
bola	拨拉
qiui	气势
sovi	所指
woqr	握权
qiji	气极
ansr	氨酸
qixl	气相
qigd	气概
qiql	气枪
vruu	撰述
sovi	所知
yhig	扬程
qigr	气管
wobi	握笔
soxi	所系
vrgc	撰稿
qiyy	气韵
sobu	所部
pfuh	批发商
qimf	气闷
nijl	拟将
sodc	所道
qifa	气阀
nijm	拟建
dudd	掉书袋
nihe	拟合
qicu	气促
nqjp	扭结
soyb	所引
qktj	氢弹
bogw	拨给
boxm	拨弦
yhqi	扬弃
bkqi	摒弃
uqui	抒情诗
nijq	拟就
vbgh	振臂高呼
nidk	拟订
yhyj	扬言
niyi	拟议
lzzd	搂在
rhhs	热烘烘
bidg	白炽灯
bhgr	拔火罐
lzvu	搂住
caxp	擦鞋
jbds	近东
jbui	近世
vzrh	招灾惹祸
tjhx	探花
tjzi	探子
waqu	挖取
pojl	迫降
jbgr	近观
tjma	探马
svys	损之又损
tjyz	探友
ivyg	持之有故
jbgu	近古
tjkl	探矿
tjug	探胜
calm	擦脸
anmd	按脉
wadi	挖地
anxu	按需
watu	挖土
tjqq	探求
wajk	挖井
wjnj	皖南
tjdc	探到
jbyu	近于
jbld	近来
anuh	按上
juyj	近视眼
tjyr	探源
waqm	挖潜
cazc	擦澡
hvui	挥师
ksuf	控申
jbri	近日
jbwj	近晚
jbjk	近景
hvbp	挥别
anxl	按响
jbyb	近因
qyxa	气宇轩昂
uqlj	势穷力竭
jbuj	近山
cawh	擦网
jbyz	近忧
hvbi	挥臂
anlw	按类
ksyj	控烟
tjjx	探家
caxp	擦写
hvjy	挥军
tjan	探案
wajn	挖角
anjb	按金
kjgz	看家狗
camo	擦抹
jbnm	近年
hvuz	挥手
vkqr	制空权
tjgj	探杆
tjxi	探析
tjvi	探知
ksgc	控告
jbiu	近处
jbig	近程
tjxi	探悉
ksgr	控管
tjwu	探物
hvbi	挥笔
jbwf	近闻
jbqm	近前
cayb	擦音
jbph	近旁
jbdc	近道
hvdc	挥刀
ksjm	控件
jbzo	近作
jbrf	近人
tjyi	探疑
tjui	探试
anyu	按语
hvjq	挥就
tjxy	探询
hrgs	换工
gvjp	鬼节
test	托尔斯泰
vrji	朱镕基
yiho	抑或
yijy	抑菌
xbrs	欣荣
dcyc	捣药
gvzi	鬼子
hrfh	换防
gvxs	鬼雄
vgpo	挣破
gvtd	鬼胎
gvhy	鬼魂
deui	的士
xbxi	欣喜
hrgo	换过
xbxk	欣幸
hrfu	换夫
vgkd	挣开
vgdc	挣到
ymtx	扬名天下
dihd	抵还
disi	抵死
hrqi	换妻
hrbj	换班
yivi	抑止
wjju	挽具
hrhv	换汇
gvhy	鬼混
fwjk	扶危济困
gvyu	鬼蜮
yiui	抑是
kvxk	魁星
txyr	推销员
hryu	换喻
hrtp	换帖
hrgz	换购
bchj	抱憾
gvwu	鬼屋
hrjp	换届
bckv	抱愧
hrfa	换发
xbyt	欣悦
gvjk	鬼精
gvmi	鬼迷
diuu	抵数
bcdk	抱定
juuf	拘审
dibu	抵补
dixn	抵销
dimm	抵免
bcfu	抱负
qbnq	揿钮
yiua	抑杀
bchj	抱撼
jubu	拘捕
yivi	抑制
divi	抵制
teso	托儿所
hrqi	换气
juvi	拘执
njux	年久失修
jupn	拘票
hrdh	换档
jujb	拘禁
hryh	换样
hrji	换季
xbfg	欣逢
vgde	挣得
hrxp	换血
juyi	拘役
xbxi	欣悉
jugr	拘管
diyu	抵御
hrig	换乘
xbwf	欣闻
hrvl	换装
bcbk	抱病
qxvj	气象站
hrxb	换新
kvuz	魁首
hrhc	换好
hrdd	换代
hrou	换偶
hrjm	换件
fdct	反独促统
hryi	换衣
wjui	挽诗
hrjm	换肩
dehx	的话
gvhx	鬼话
deuo	的说
utui	手提式
bdmc	白茅
bdgr	白鹳
bduu	白薯
uiui	逝世
bdyi	白翳
pdzi	拍子
pdiu	拍出
vehc	折耗
bdbu	白布
bdhv	白灰
uiyr	誓愿
veuz	折寿
vvyc	振振有辞
bdxu	白须
nnyy	年年月月
adum	挨打受骂
bddi	白地
xmds	掀动
uiqu	逝去
bdig	白城
xmqi	掀起
pdji	拍击
bdul	白霜
bdwu	白雾
idlk	拆零
uibu	誓不
uiyu	誓与
jnld	近年来
uisi	誓死
bjpk	扳平
pguv	披挂上阵
uhms	手挥目送
qjul	缺斤少两
bdth	白汤
vegl	折光
bdry	白润
bdlh	白浪
bdla	白蜡
uiui	誓师
bdyi	白蚁
bdhe	白喝
vhyr	指挥员
vevr	折转
bjhv	扳回
vehv	折回
vesi	哲思
pdan	拍岸
vxdu	抓赌
bduj	白山
piyj	排斥异己
usbr	势所必然
bdii	白炽
bdyj	白烟
dsju	抖擞精神
bdff	白粉
bdjy	白军
vhgr	指挥官
bduj	白衫
vefu	折福
xxrj	欣欣然
idjp	拆解
bdts	白铜
utbc	手提包
bdtp	白铁
sujm	撒手锏
bdda	白搭
nunj	捏手捏脚
baai	白皑皑
bdre	白热
veyi	折椅
bdxl	白相
bdyh	白杨
pdbj	拍板
bdbj	白板
gqss	鬼气森森
bdhx	白桦
vxde	抓得
bdvs	白种
xmfj	掀翻
idyi	拆移
bdee	白鹅
vebj	折半
bdbk	白冰
vhbu	指挥部
idyt	拆阅
pdmf	拍门
vedc	折刀
bdrf	白刃
idho	拆伙
qyhw	氢氧化物
vesj	折伞
uvzu	摄制组
bdjr	白绢
bdvz	白粥
bdgw	白给
wuyh	握手言欢
bdyi	白衣
vevs	折衷
uici	誓词
bdll	白亮
kvly	控制论
uiyj	誓言
daba	打靶
dayc	打药
dadp	打叠
dadv	打对
uutd	手术台
daia	打叉
dafw	打非
dahh	打夯
daig	打成
daiy	打春
dqqx	搭桥牵线
datd	打胎
daug	打胜
dajp	打劫
dagx	打卦
dajb	打进
daih	打场
dago	打过
dadc	打到
fbhy	返本还原
dald	打来
dapk	打平
dayj	打眼
daid	打柴
damj	打满
dajm	打尖
dafa	打法
daxn	打消
daui	打湿
dahx	打滑
dapc	打泡
dajq	打酒
dala	打蜡
dajb	打紧
fpgv	返朴归真
dall	打量
dage	打嗝
davs	打中
dama	打骂
juyr	技术员
damk	打鸣
daxl	打响
davr	打转
daqr	打圈
dadu	打赌
dawh	打网
daho	打火
dapc	打炮
dayh	打烊
uuui	手术室
dair	打穿
daij	打禅
dagz	打勾
dqpl	搭桥铺路
daua	打杀
dalk	打铃
dalc	打捞
dayr	打援
dalw	打擂
dagk	打拐
davi	打制
daqi	打气
dade	打的
dahg	打横
bssf	白森森
dayh	打样
daql	打枪
davl	打桩
dasi	打私
dahe	打和
daqr	打拳
dadz	打斗
tpvj	投票站
dadj	打单
dawf	打问
tjuh	投机商
dajl	打浆
dadc	打道
dauj	打闪
danc	打闹
dahc	打好
datv	打退
uudc	手术刀
dadc	打倒
dajx	打假
dajp	打结
dabi	打比
ldyu	拉丁语
daij	打颤
dayk	打赢
dahy	打诨
dapu	打谱
ldwf	拉丁文
bvqi	播种期
iahx	插花
crju	攒聚
tobo	拖驳
ibgw	持币观望
iaye	插页
bgtk	报告厅
togu	托故
hcyt	皓月
tosd	托腮
tkyc	挺腰
bjys	搬用
tkvi	挺直
bjzz	搬走
tkjb	挺进
iajb	插进
uzlw	手雷
kddc	看得到
bwso	卑琐
todd	拖带
jbll	斤两
bjld	搬来
kusu	抗生素
uzyj	手眼
hcii	皓齿
iamj	插满
uzyb	手淫
jupo	接生婆
topd	托派
bosa	播洒
tkju	挺举
uzjb	手紧
toye	拖曳
uzzu	手足
bwyr	报务员
uzqk	手轻
bgtr	报告团
tojx	托架
uzbm	手边
tobj	托办
towh	拖网
bgqj	卑躬屈节
bwqp	卑怯
bjwu	搬屋
touz	托收
uzmj	手慢
uzuu	手书
iapk	插屏
uzio	手戳
vzye	制造业
rusd	热身赛
hbjy	后备军
yibd	扬长补短
boke	播客
tofu	托福
tkrj	挺然
uzyb	手印
uzbc	手包
tobo	托钵
toer	托儿
uzyc	手摇
bjdn	搬掉
uzic	手抄
uzqi	手气
vdso	招待所
uzks	手控
uzwj	手挽
qngh	撬杠
uzvh	手杖
iavi	插枝
uzbk	手柄
uzxl	手相
qngy	撬棍
ialq	插柳
uzbj	手板
toih	拖长
toci	托辞
uzug	手生
uzbi	手笔
hufu	护身符
uzgc	手稿
jbdz	斤斗
uzbu	手部
uzva	手闸
vzuh	制造商
bwjg	兵微将寡
uzxr	手癣
hcuz	皓首
tkli	挺立
qnmf	撬门
tomw	托媒
bmnv	白毛女
uzil	手创
vgrf	撰稿人
uzlk	手令
vdfw	招待费
toyz	托幼
uzvi	手纸
uzhv	手绘
uzwf	手纹
bjli	搬离
bojl	播讲
uzyu	手语
uzji	手记
uzji	手迹
iayj	插言
jpia	接茬
bjsr	拌蒜
jpjk	接警
vdhx	摘花
ljxu	拦蓄
djzi	掸子
dziu	抖出
jpfh	接防
pbjb	拼劲
jpbo	接驳
vlpm	撞骗
latc	拉套
btdk	抱头大哭
kbke	魁北克
laia	拉碴
zuec	择善而从
jpls	接龙
jnyt	皎月
amvh	挨门逐户
jpdi	接地
jpjb	接进
jpgo	接过
jpjk	接境
jpdc	接到
sybn	损益表
jpxx	接下
pbci	拼刺
jpld	接来
lapi	拉皮
jpuh	接上
ljhs	拦洪
jnjp	皎洁
jpvh	接掌
ljhe	拦河
jpji	接济
lajb	拉紧
lall	拉量
lauy	拉顺
kyqi	扩音器
tdyr	投递员
laxl	拉响
txvs	投闲置散
jpli	接力
jpbj	接办
jpgu	接骨
pbtp	拼贴
jpjm	接见
jpuz	接收
lann	拉尿
vdfa	摘发
vdxb	摘心
jpho	接火
bjln	拌料
jpke	接客
vlvs	撞钟
lagz	拉钩
bjyy	拌匀
pbvg	拼争
lpls	拉普拉斯
jpbc	接报
lagr	拉罐
jppd	接拍
jpuz	接手
amah	挨门挨户
jpbh	接棒
lagj	拉杆
jpsy	接榫
jpug	接生
vdde	摘得
layh	拉秧
gebi	搁笔
jpru	接入
lamw	拉美
bjjk	白净净
nyyh	挠痒痒
cobw	搓背
vlhv	撞毁
btrx	白头如新
ytwj	摇头丸
jphe	接合
jprf	接人
lavu	拉住
jpvu	接住
lalm	拉练
pbvv	拼缀
jpxu	接续
jpxm	接线
jpfg	接缝
vuyz	招商引资
lasi	拉丝
vdbm	摘编
vdyi	摘译
fjji	反间计
dzij	抖颤
vdji	摘记
jptj	接谈
coma	搓麻
gefh	搁放
lakh	拉康
recd	热菜
vivu	执著
pchl	抛荒
dmzi	垫子
rezu	热阻
bdzj	白刀子进
vcjl	招降
revh	热障
rejb	热劲
uing	势能
viyz	挚友
reya	热压
rebg	热泵
uitd	势态
vcgu	招股
reih	热肠
ybdd	殷戴
ybxu	殷墟
pcjb	抛进
vijn	执教
scxt	扫雪
nokd	挪开
pcdc	抛到
pcqq	抛球
viui	执事
vcld	招来
pcqi	抛妻
scdu	扫毒
scmn	扫瞄
dmuh	垫上
vcyj	招眼
reyr	热源
scqk	扫清
vivh	执掌
uipd	势派
redm	热电
ybjm	殷鉴
vchr	招唤
dmqr	垫圈
vcbj	招办
veju	蛰居
vidc	执导
vcuz	招收
viye	执业
reho	热火
vimi	执迷
uiyj	势焰
rekh	热炕
ndgj	牛刀割鸡
ybfu	殷富
vczd	招灾
ybui	殷实
dmqm	垫钱
rego	热锅
reyb	热饮
vcfu	招抚
pcdn	抛掉
pctz	抛投
pcvi	抛掷
ybyb	殷殷
reji	热机
uiyc	势要
szjm	搜检
rehe	热核
vcld	招徕
uili	势利
regr	热管
vibi	执笔
viww	执委
remb	热敏
pcru	抛入
uitz	势头
viyi	执意
ybuh	殷商
uijl	势将
vcqb	招亲
szic	搜剿
vidc	执刀
vcgs	招供
vefu	蛰伏
scdc	扫倒
nozo	挪作
vcrf	招人
rehx	热化
vclk	招领
ybhs	殷红
vcna	招纳
viji	执纪
relo	热络
vcrf	招认
uijp	失节
qlgs	抢攻
uihl	拾荒
ggzi	鬼谷子
uiqu	拾取
uivi	失职
tviu	推出
uixm	失陷
uics	失聪
qlxm	抢险
bjxi	扮戏
urzd	拴在
bjig	扮成
uitd	失态
nzfu	牛仔服
uijn	失脚
fzyl	反作用力
tvji	推及
uidi	失地
tvtu	推土
uivf	失真
uiug	失声
qlgo	抢过
uilk	拾零
jmdc	捡到
bjll	扮靓
qlqq	抢球
tvxx	推下
uiui	失事
uize	失责
tvuh	推上
qlbu	抢步
uivf	失贞
uiid	拾柴
uiuv	失水
jmlz	捡漏
uixt	失学
uiih	失常
uidh	失当
uimk	失明
uiui	失时
uizu	失足
uiyi	拾遗
uikz	失口
jdui	近代史
tvhv	推回
dplm	迭连
tvli	推力
qbzw	擒贼
uibw	拾贝
tvvj	推展
qluz	抢收
uiyi	失忆
uiye	失业
uiho	失火
uimi	失迷
uiyi	失宜
uiuz	失守
tvdk	推定
srhj	损人害己
uiui	失实
uili	失礼
uiuf	失神
uiyk	失迎
qlxm	抢鲜
qljk	抢镜
tvhz	推后
uidn	失掉
tvdh	推挡
uiso	失所
uiui	失势
jmui	捡拾
dbpn	打保票
tvxl	推想
qllz	抢楼
uijb	失禁
uijm	失检
uiis	失重
tvyj	推衍
uili	失利
uihe	失和
uxgr	摄像管
tvyi	推移
uiwu	失物
yhwu	氧化物
uixn	失笑
qlda	抢答
tvru	推入
bjvl	扮装
bhbk	白化病
uiyi	失意
tvwf	推问
uiuj	失闪
qljm	抢建
uiqy	失群
uiti	失体
qlww	抢位
uixb	失信
uiji	拾级
urfu	拴缚
uiyt	失约
tvgw	推给
tvdu	推度
jtui	近体诗
uivu	失主
uiyu	失语
tvrh	推让
yhji	氧化剂
tvmo	推磨
uiyj	失言
vijp	指节
viif	指陈
aojb	拗劲
viya	指压
ujeu	拾级而上
fumm	拂面
tgql	提纲挈领
kyji	括约肌
bxbc	白细胞
phdh	披红戴花
fuds	拂动
kdgj	揩干
fugo	拂过
vihr	指环
vivg	指正
viui	指事
vihx	指画
vijm	指尖
vifa	指法
viue	指涉
vivh	指掌
vimk	指明
viri	指日
fuxu	拂煦
pihc	批号
jxyr	接线员
pivr	批转
pibj	批办
vigu	指骨
pigz	批购
fuxq	拂袖
vico	指错
viyb	指印
vimk	指名
fuui	拂拭
pibu	批捕
viii	指斥
viyc	指要
pizu	批租
vikc	指靠
pifu	批复
viif	指称
czzr	操纵自如
vijm	指间
vidd	指代
viui	指使
pijx	批假
pijm	批件
pijx	批价
piho	批货
vigw	指给
fuyi	拂衣
viww	指为
viuo	指说
virf	指认
khjy	抗菌
ycgs	邀功
ieyk	撤营
bycg	白衣苍狗
hhlv	挥毫落纸
ltqu	掠取
ieiu	撤出
khlm	抗联
ieiu	撤除
iefh	撤防
gcts	搞通
jidv	挤对
zveu	择主而事
khfw	抗非
khyr	抗原
kogu	扩股
huwj	护腕
huxs	护胸
huxi	护膝
hutv	护腿
iequ	撤去
hufg	护封
jijb	挤进
ujih	擅场
khlc	抗老
kozg	扩增
fydv	反应堆
jgyi	技高一筹
jiuh	挤上
vgdm	制高点
ivug	持证上岗
jiyj	挤眼
huju	护具
jimj	挤满
iexn	撤消
hhpm	挥毫泼墨
qyuu	缺衣少食
khbc	抗暴
dmll	掂量
bfqi	播放器
huvc	护罩
iili	斥力
huan	护岸
iegh	撤岗
khfg	抗风
ffbd	反腐败
hubi	护壁
khrj	抗燃
ycis	邀宠
ppjx	批评家
hyvi	换言之
qmke	掮客
iean	撤案
jjuf	拒谏饰非
koyb	扩印
rhwd	攘外
iemm	撤免
byqx	白衣卿相
jiai	挤挨
huii	护持
ukdn	摔掉
iedn	撤掉
khjr	抗捐
jipo	挤迫
gcdm	搞掂
ujqr	擅权
iebn	撤标
tixj	推诚相见
jiva	挤榨
hulb	护林
khdi	抗敌
byxu	白衣秀士
kovg	扩征
khyu	抗御
khuv	抗税
hufu	护符
jiru	挤入
iebk	撤并
khni	抗逆
ujil	擅闯
khbk	抗病
koyb	扩音
iezi	撤资
iizi	斥资
khhy	抗婚
huyz	护佑
ycrf	邀人
bhui	白话诗
ieui	撤市
ngwi	年高望重
bhwf	白话文
qiyi	棋艺
hgxl	横巷
hgbm	横匾
mozi	模子
hgzu	横阻
qiyr	棋院
qilm	棋联
hgdv	横队
qiug	棋圣
hggr	横观
gmnw	概莫能外
qiyz	棋友
moya	模压
klzd	框在
gske	哥萨克
motd	模态
hgjp	横截
qitj	棋坛
hggo	横过
hgxx	横下
thyr	桃花源
hgbo	横波
hgce	横测
hgbb	横滨
hgbc	横暴
hgym	横戈跃马
hgvz	横轴
kltu	框图
rcgu	桡骨
hguj	横山
lumb	李世民
qiju	棋局
hgfw	横飞
hgxb	横心
hgdr	横断
qimi	棋迷
mouu	模数
dsyu	栋宇
hgee	横额
ghlk	杠铃
hgpi	横披
qiuz	棋手
hglt	横掠
gviu	柜橱
gjju	柑桔
hgsr	核苷酸
hgdh	横档
uuji	枢机
uuyc	枢要
ihjl	橙黄橘绿
qipj	棋盘
hgxk	横行
hgug	横生
kllv	柯勒律治
