,﻿
蛦,yi2
蛧,wa3ng
蛨,mo4
蛪,qie4
蛫,gui3
蛬,qio2ng
蛯,la3o
蛵,xi1ng
蛶,jie4
蛷,qiu2
蛺,jia2
蛻,tui4
蛼,che1
蛽,be4i
蛿,ha4n
蜁,xua2n
蜄,she4n
蜅,fu3
蜆,xia4n
蜋,la2ng
蜌,bi4
蜎,yua1n
蜏,yo3u
蜐,jie2
蜑,da4n
蜔,dia4n
蜖,hui2
汀,ti1ng
廷,ti2ng
停,ti2ng
亭,ti2ng
庭,ti2ng
挺,ti3ng
艇,ti3ng
通,to1ng
桐,to2ng
酮,to2ng
瞳,to2ng
同,to2ng
铜,to2ng
彤,to2ng
童,to2ng
桶,to3ng
捅,to3ng
筒,to3ng
统,to3ng
痛,to4ng
偷,to1u
投,to2u
头,to2u
透,to4u
凸,tu1
秃,tu1
突,tu1
图,tu2
徒,tu2
途,tu2
涂,tu2
屠,tu2
土,tu3
吐,tu3
兔,tu4
湍,tua1n
团,tua2n
推,tui1
颓,tui2
腿,tui3
蜕,tui4
褪,tui4
退,tui4
吞,tu1n
屯,tu2n
臀,tu2n
拖,tuo1
托,tuo1
脱,tuo1
鸵,tuo2
陀,tuo2
驮,tuo2
驼,tuo2
椭,tuo3
妥,tuo3
拓,tuo4
唾,tuo4
挖,wa1
哇,wa
蛙,wa1
洼,wa1
娃,wa2
瓦,wa3
袜,wa4
歪,wa1i
外,wa4i
豌,wa1n
弯,wa1n
湾,wa1n
玩,wa2n
顽,wa2n
丸,wa2n
烷,wa2n
完,wa2n
碗,wa3n
挽,wa3n
晚,wa3n
皖,wa3n
惋,wa3n
宛,wa3n
婉,wa3n
万,wa4n
腕,wa4n
汪,wa1ng
王,wa2ng
亡,wa2ng
枉,wa3ng
网,wa3ng
往,wa3ng
旺,wa4ng
望,wa4ng
忘,wa4ng
妄,wa4ng
威,we1i
蜙,so1ng
蜛,ju1
蜝,qi2
蜟,yu4
蜠,ju4n
蜤,si1
蜦,lu2n
蜧,li4
蜨,die2
蜪,ta2o
蜫,ku1n
蜬,ha2n
蜭,ha4n
蜯,ba4ng
蜰,fe2i
蜲,we1i
蜳,du1n
蜵,yua1n
蜶,suo4
蜸,qia3n
蜹,rui4
蜺,ni2
蜼,we4i
蜽,lia3ng
蝀,do1ng
蝁,e4
蝂,ba3n
蝃,di4
蝄,wa3ng
蝅,ca2n
蝆,ya3ng
蝊,di4ng
蝋,la4
蝍,jie2
蝏,ti2ng
蝐,ma4o
蝑,xu1
蝒,mia2n
蝔,jie1
蝕,shi2
蝖,xua1n
蝘,ya3n
蝚,ro2u
蝛,we1i
蝜,fu4
蝝,yua2n
蝞,me4i
蝟,we4i
蝡,ru2
蝢,xie2
蝦,xia1
蝧,yi1ng
蝨,shi1
蝩,cho2ng
蝪,ta1ng
蝫,zhu1
蝬,zo1ng
蝭,ti2
蝯,yua2n
蝱,me2ng
蝲,la4
蝳,du2
蝵,qiu1
蝷,li4
蝸,wo1
蝹,yu1n
蝺,qu3
蝿,yi2ng
螀,jia1ng
螁,ban
螄,si1
螆,ci4
螇,xi1
螉,we1ng
螊,lia2n
螌,ba1n
螎,ro2ng
螏,ji2
螐,wu1
螑,xiu4
螒,ha4n
螔,yi2
螕,bi1
螖,hua2
螘,yi3
螙,du4
螚,na4i
螛,he2
螜,hu2
螝,gui1
螞,ma3
螠,yi4
螡,we2n
螢,yi2ng
螣,te4
螤,zho1ng
巍,we1i
微,we1i
危,we1i
韦,we2i
违,we2i
桅,we2i
围,we2i
唯,we2i
惟,we2i
为,we4i
潍,we2i
维,we2i
苇,we3i
萎,we1i
委,we3i
伟,we3i
伪,we3i
尾,we3i
纬,we3i
未,we4i
蔚,we4i
味,we4i
畏,we4i
胃,we4i
喂,we4i
魏,we4i
位,we4i
渭,we4i
谓,we4i
尉,we4i
慰,we4i
卫,we4i
瘟,we1n
温,we1n
蚊,we2n
文,we2n
闻,we2n
纹,we2n
吻,we3n
稳,we3n
紊,we3n
问,we4n
嗡,we1ng
翁,we1ng
瓮,we4ng
挝,wo1
蜗,wo1
涡,wo1
窝,wo1
我,wo3
斡,wo4
卧,wo4
握,wo4
沃,wo4
巫,wu1
呜,wu1
钨,wu1
乌,wu1
污,wu1
诬,wu1
屋,wu1
无,wu2
芜,wu2
梧,wu2
吾,wu2
吴,wu2
毋,wu2
武,wu3
五,wu3
捂,wu3
午,wu3
舞,wu3
伍,wu3
侮,wu3
坞,wu4
戊,wu4
雾,wu4
晤,wu4
物,wu4
勿,wu4
务,wu4
悟,wu4
误,wu4
昔,xi1
熙,xi1
析,xi1
西,xi1
硒,xi1
矽,xi4
晰,xi1
嘻,xi1
吸,xi1
锡,xi1
牺,xi1
螥,ca1ng
螦,sa1o
螧,qi2
螩,tiao
螪,sha1ng
螮,di4
螰,lu4
螱,we4i
螲,zhi4
螴,che2n
螶,qu2
螷,pi2
螸,yu2
螹,jia4n
螻,lo2u
螼,qi3n
螾,yi3n
螿,jia1ng
蟁,we2n
蟂,xia1o
蟃,wa4n
蟄,zhe2
蟅,zhe4
蟇,ma2
蟈,guo1
蟉,liu2
蟌,co1ng
蟍,li2
蟎,ma3n
蟏,xia1o
蟐,chang
蟔,mo4
蟕,zui1
蟖,si1
蟗,qiu1
蟘,te4
蟙,zhi2
蟚,pe2ng
蟜,jia3o
蟝,qu2
蟞,bie1
蟟,lia2o
蟡,gui3
蟢,xi3
蟣,ji3
蟤,zhua1n
蟦,fe2i
蟧,la2o
蟨,jue2
蟩,jue2
蟫,yi2n
蟬,cha2n
蟭,jia1o
蟯,na2o
蟰,xia1o
蟱,wu2
蟲,cho2ng
蟳,xu2n
蟴,si1
蟵,chu2
蟶,che1ng
蟷,da1ng
蟸,li3
蟺,sha4n
蟻,yi3
蟼,ji3ng
蟽,da2
蟿,qi4
蠀,ci1
蠁,xia3ng
蠂,she4
蠄,qi2n
蠅,yi2ng
蠆,cha4i
蠇,li4
蠈,ze2i
蠉,xua1n
蠋,zhu2
蠌,ze2
蠍,xie1
蠎,ma3ng
蠏,xie4
蠐,qi2
蠑,ro2ng
蠒,jia3n
蠔,ha2o
蠗,zhuo2
蠘,jie2
蠙,pi2n
蠚,he1
蠜,fa2n
蠝,le3i
蠞,jie2
蠟,la4
蠠,mi3n
蠣,li4
稀,xi1
息,xi1
希,xi1
悉,xi1
膝,xi1
夕,xi1
惜,xi1
熄,xi1
烯,xi1
溪,xi1
汐,xi1
犀,xi1
檄,xi2
袭,xi2
席,xi2
习,xi2
媳,xi2
喜,xi3
铣,xi3
洗,xi3
系,xi4
隙,xi4
戏,xi4
细,xi4
瞎,xia1
虾,xia1
匣,xia2
霞,xia2
辖,xia2
暇,xia2
峡,xia2
侠,xia2
狭,xia2
下,xia4
厦,sha4
夏,xia4
吓,xia4
掀,xia1n
锨,xia1n
先,xia1n
仙,xia1n
鲜,xia1n
纤,xia1n
咸,xia2n
贤,xia2n
衔,xia2n
舷,xia2n
闲,xia2n
涎,xia2n
弦,xia2n
嫌,xia2n
显,xia3n
险,xia3n
现,xia4n
献,xia4n
县,xia4n
腺,xia4n
馅,xia4n
羡,xia4n
宪,xia4n
陷,xia4n
限,xia4n
线,xia4n
相,xia1ng
厢,xia1ng
镶,xia1ng
香,xia1ng
箱,xia1ng
襄,xia1ng
湘,xia1ng
乡,xia1ng
翔,xia2ng
祥,xia2ng
详,xia2ng
想,xia3ng
响,xia3ng
享,xia3ng
项,xia4ng
巷,xia4ng
橡,xia4ng
像,xia4ng
向,xia4ng
象,xia4ng
萧,xia1o
硝,xia1o
霄,xia1o
削,xue1
哮,xia1o
嚣,xia1o
销,xia1o
消,xia1o
宵,xia1o
淆,xia2o
晓,xia3o
蠤,qiu1
蠥,nie4
蠦,lu2
蠧,du4
蠨,xia1o
蠩,zhu1
蠪,lo2ng
蠫,li2
蠬,lo2ng
蠭,fe1ng
蠮,ye1
蠯,pi2
蠰,na2ng
蠱,gu3
蠳,yi1ng
蠴,shu3
蠵,xi1
蠶,ca2n
蠷,qu2
蠸,qua2n
蠺,ca2n
蠻,ma2n
蠽,jie2
蠾,zhu2
蠿,zhuo1
衁,hua1ng
衂,nv4
衃,pe1i
衆,zho4ng
衇,ma4i
衈,e4r
衉,ka1
衊,mie4
衋,xi4
衎,ka4n
衏,yua4n
衐,qu2
衑,li2ng
衒,xua4n
術,shu4
衕,to4ng
衖,xia4ng
衘,xia2n
衚,hu2
衛,we4i
衜,da4o
衝,cho1ng
衞,we4i
衟,da4o
衠,zhu1n
衦,ga3n
衧,yu2
衪,yi2
衭,fu1
衯,fe1n
衱,jie2
衳,zho1ng
衴,da3n
衵,yi4
衶,zho4ng
衸,jie4
衹,zhi3
衺,xie2
衻,ra2n
衼,zhi1
袀,ju1n
袃,cha4i
袆,hui1
袇,ra2n
袉,tuo2
袊,li3ng
袌,ba4o
袎,ya4o
袏,zuo4
袐,bi4
袑,sha4o
袓,ju4
袔,he4
袕,xue2
袗,zhe3n
袘,yi2
袙,pa4
袚,bo1
袛,di1
袝,fu4
袞,gu3n
袟,zhi4
袠,zhi4
袡,ra2n
袣,yi4
袥,tuo1
袦,na4
袧,go1u
袨,xua4n
袩,zhe2
袪,qu1
小,xia3o
孝,xia4o
校,xia4o
肖,xia4o
啸,xia4o
笑,xia4o
效,xia4o
楔,xie1
些,xie1
歇,xie1
蝎,xie1
鞋,xie2
协,xie2
挟,xie2
携,xie2
邪,xie2
斜,xie2
胁,xie2
谐,xie2
写,xie3
械,xie4
卸,xie4
蟹,xie4
懈,xie4
泄,xie4
泻,xie4
谢,xie4
屑,xie4
薪,xi1n
芯,xi1n
锌,xi1n
欣,xi1n
辛,xi1n
新,xi1n
忻,xi1n
心,xi1n
信,xi4n
衅,xi4n
星,xi1ng
腥,xi1ng
猩,xi1ng
惺,xi1ng
兴,xi1ng
刑,xi2ng
型,xi2ng
形,xi2ng
邢,xi2ng
行,xi2ng
醒,xi3ng
幸,xi4ng
杏,xi4ng
性,xi4ng
姓,xi4ng
兄,xio1ng
凶,xio1ng
胸,xio1ng
匈,xio1ng
汹,xio1ng
雄,xio2ng
熊,xio2ng
休,xiu1
修,xiu1
羞,xiu1
朽,xiu3
嗅,xiu4
锈,xiu4
秀,xiu4
袖,xiu4
绣,xiu4
墟,xu1
戌,xu1
需,xu1
虚,xu1
嘘,xu1
须,xu1
徐,xu2
许,xu3
蓄,xu4
酗,xu4
叙,xu4
旭,xu4
序,xu4
畜,chu4
恤,xu4
絮,xu4
婿,xu4
绪,xu4
续,xu4
轩,xua1n
喧,xua1n
宣,xua1n
悬,xua2n
旋,xua2n
玄,xua2n
袬,yu4
袮,mi2
袯,bo2
袰,bo1
袲,chi3
袳,chi3
袴,ku4
袵,re4n
袶,jia4ng
袸,jia4n
袹,bo2
袺,jie2
袻,e2r
袽,ru2
袾,zhu1
袿,gui1
裀,yi1n
裃,ka3
裄,xing
裇,xu1
裈,ku1n
裊,nia3o
裋,shu4
裌,jia2
裍,ku3n
裏,li3
裐,jua1n
裑,she1n
裓,ge2
裖,zhe3n
裗,liu2
裚,ji4
裛,yi4
補,bu3
裝,zhua1ng
裞,shui4
裠,qu2n
裡,li3
裦,fo2u
裧,cha1n
裩,ku1n
裪,ta2o
裫,yua4n
裬,li2ng
裭,chi3
裮,cha1ng
裯,cho2u
裲,lia3ng
裵,pe2i
裶,fe1i
裷,yua1n
裺,ya3n
裻,du2
製,zhi4
裿,yi3
褀,qi2
褁,guo3
褃,ke4n
褄,qi1
褅,ti4
褆,ti2
複,fu4
褈,cho2ng
褉,xie4
褋,die2
褌,ku1n
褍,dua1n
褎,xiu4
褏,xiu4
褑,yua4n
褔,fu4
褕,yu2
褖,tua4n
褗,ya3n
褘,hui1
褜,pa2o
褝,da1n
褞,yu3n
褟,ta1
褠,go1u
褢,hua2i
褣,ro2ng
褤,yua4n
褦,na4i
褧,jio3ng
褨,suo3
褩,ba1n
褬,sa3ng
褭,nia3o
褮,yi1ng
褯,jie4
褱,hua2i
褲,ku4
褳,lia2n
褵,li2
褷,shi1
选,xua3n
癣,xua3n
眩,xua4n
绚,xua4n
靴,xue1
薛,xue1
学,xue2
穴,xue2
雪,xue3
血,xue4
勋,xu1n
熏,xu1n
循,xu2n
旬,xu2n
询,xu2n
寻,xu2n
驯,xu4n
巡,xu2n
殉,xu4n
汛,xu4n
训,xu4n
讯,xu4n
逊,xu4n
迅,xu4n
压,ya1
押,ya1
鸦,ya1
鸭,ya1
呀,ya
丫,ya1
芽,ya2
牙,ya2
蚜,ya2
崖,ya2
衙,ya2
涯,ya2
雅,ya3
哑,ya3
亚,ya4
讶,ya4
焉,ya1n
咽,ya4n
阉,ya1n
烟,ya1n
淹,ya1n
盐,ya2n
严,ya2n
研,ya2n
蜒,ya2n
岩,ya2n
延,ya2n
言,ya2n
颜,ya2n
阎,ya2n
炎,ya2n
沿,ya2n
奄,ya3n
掩,ya3n
眼,ya3n
衍,ya3n
演,ya3n
艳,ya4n
堰,ya4n
燕,ya4n
厌,ya4n
砚,ya4n
雁,ya4n
唁,ya4n
彦,ya4n
焰,ya4n
宴,ya4n
谚,ya4n
验,ya4n
殃,ya1ng
央,ya1ng
鸯,ya1ng
秧,ya1ng
杨,ya2ng
扬,ya2ng
佯,ya2ng
疡,ya2ng
羊,ya2ng
洋,ya2ng
阳,ya2ng
氧,ya3ng
仰,ya3ng
痒,ya3ng
养,ya3ng
样,ya4ng
漾,ya4ng
邀,ya1o
腰,ya1o
妖,ya1o
瑶,ya2o
褸,lv3
褹,yi4
褺,die1
褻,xie4
褼,xia1n
褽,we4i
褾,bia3o
褿,ca2o
襀,ji1
襂,se1n
襃,ba1o
襅,bi4
襆,fu2
襇,jia3n
襈,zhua4n
襉,jia3n
襊,cui4
襋,ji2
襌,da1n
襍,za2
襎,fa2n
襏,bo2
襐,xia4ng
襑,xi2n
襒,bie2
襓,ra2o
襔,ma3n
襕,la2n
襖,a3o
襗,ze2
襘,gui4
襙,ca4o
襚,sui4
襛,no2ng
襜,cha1n
襝,lia3n
襠,da1ng
襡,shu3
襢,ta3n
襣,bi4
襤,la2n
襥,fu2
襧,zhi3
襨,dui4
襩,shu3
襪,wa4
襫,shi4
襬,ba3i
襭,xie2
襮,bo2
襯,che4n
襰,la4i
襱,lo2ng
襲,xi2
襳,xia1n
襴,la2n
襵,zhe3
襶,da4i
襷,ju3
襸,za4n
襹,shi1
襺,jia3n
襼,yi4
襽,la2n
襾,ya4
覀,xi1
覂,fe3ng
覄,fu4
覅,fia4o
覇,ba4
覈,he2
覉,ji1
覊,ji1
見,jia4n
覌,gua1n
覍,bia4n
覎,ya4n
規,gui1
覐,jue2
覑,pia3n
覒,ma4o
覓,mi4
覔,mi4
覕,mie4
視,shi4
覗,si4
覘,cha1n
覙,luo2
覚,jue2
覛,mi4
覜,tia4o
覝,lia2n
覞,ya4o
覟,zhi4
覠,ju1n
覡,xi2
摇,ya2o
尧,ya2o
遥,ya2o
窑,ya2o
谣,ya2o
姚,ya2o
咬,ya3o
舀,ya3o
药,ya4o
要,ya4o
耀,ya4o
椰,ye1
噎,ye1
耶,ye2
爷,ye2
野,ye3
冶,ye3
也,ye3
页,ye4
掖,ye1
业,ye4
叶,ye4
曳,ye4
腋,ye4
夜,ye4
液,ye4
一,yi1
壹,yi1
医,yi1
揖,yi1
铱,yi1
依,yi1
伊,yi1
衣,yi1
颐,yi2
夷,yi2
遗,yi2
移,yi2
仪,yi2
胰,yi2
疑,yi2
沂,yi2
宜,yi2
姨,yi2
彝,yi2
椅,yi3
蚁,yi3
倚,yi3
已,yi3
乙,yi3
矣,yi3
以,yi3
艺,yi4
抑,yi4
易,yi4
邑,yi4
屹,yi4
亿,yi4
役,yi4
臆,yi4
逸,yi4
肄,yi4
疫,yi4
亦,yi4
裔,yi4
意,yi4
毅,yi4
忆,yi4
义,yi4
益,yi4
溢,yi4
诣,yi4
议,yi4
谊,yi4
译,yi4
异,yi4
翼,yi4
翌,yi4
绎,yi4
茵,yi1n
荫,yi1n
因,yi1n
殷,yi1n
音,yi1n
阴,yi1n
姻,yi1n
吟,yi2n
银,yi2n
淫,yi2n
寅,yi2n
饮,yi3n
尹,yi3n
引,yi3n
隐,yi3n
覢,sha3n
覣,we1i
覤,xi4
覥,tia3n
覦,yu2
覧,la3n
覨,e4
覩,du3
親,qi1n
覫,pa3ng
覬,ji4
覭,mi2ng
覮,yi2ng
覯,go4u
覰,qu1
覱,zha4n
覲,ji4n
観,gua1n
覴,de1ng
覵,jia4n
覶,luo2
覷,qu4
覸,jia1n
覹,we2i
覺,jue2
覻,qu1
覼,luo2
覽,la3n
覾,she3n
覿,di2
觀,gua1n
觃,ya4n
觍,tia3n
觓,qiu2
觔,ji1n
觕,cu1
觗,zhi4
觘,cha4o
觙,ji2
觛,da4n
觝,di3
觟,hua4
觠,qua2n
觡,ge2
觢,shi4
觤,gui3
觧,jie3
觨,hu4n
觩,qiu2
觪,xi1ng
觬,ni2
觭,ji1
觮,lu4
觰,zha1
觱,bi4
觲,xi1ng
觴,sha1ng
觵,go1ng
觶,zhi4
觷,xue2
觸,chu4
觹,xi1
觺,yi2
觻,li4
觼,jue2
觽,xi1
觾,ya4n
觿,xi1
訁,ya2n
訂,di4ng
訃,fu4
訄,qiu2
訅,qiu2
訆,jia4o
計,ji4
訉,fa4n
訊,xu4n
訋,dia4o
訌,ho4ng
訍,cha4i
討,ta3o
訏,xu1
訐,jie2
訑,yi2
訒,re4n
訓,xu4n
訔,yi2n
訕,sha4n
訖,qi4
託,tuo1
記,ji4
訙,xu4n
訚,yi2n
訛,e2
訜,fe1n
訝,ya4
印,yi4n
英,yi1ng
樱,yi1ng
婴,yi1ng
鹰,yi1ng
应,yi1ng
缨,yi1ng
莹,yi2ng
萤,yi2ng
营,yi2ng
荧,yi2ng
蝇,yi2ng
迎,yi2ng
赢,yi2ng
盈,yi2ng
影,yi3ng
颖,yi3ng
硬,yi4ng
映,yi4ng
哟,yo1
拥,yo1ng
佣,yo1ng
臃,yo1ng
痈,yo1ng
庸,yo1ng
雍,yo1ng
踊,yo3ng
蛹,yo3ng
咏,yo3ng
泳,yo3ng
涌,yo3ng
永,yo3ng
恿,yo3ng
勇,yo3ng
用,yo4ng
幽,yo1u
优,yo1u
悠,yo1u
忧,yo1u
尤,yo2u
由,yo2u
邮,yo2u
铀,yo2u
犹,yo2u
油,yo2u
游,yo2u
酉,yo3u
有,yo3u
友,yo3u
右,yo4u
佑,yo4u
釉,yo4u
诱,yo4u
又,yo4u
幼,yo4u
迂,yu1
淤,yu1
于,yu2
盂,yu2
榆,yu2
虞,yu2
愚,yu2
舆,yu2
余,yu2
俞,yu2
逾,yu2
鱼,yu2
愉,yu2
渝,yu2
渔,yu2
隅,yu2
予,yu3
娱,yu2
雨,yu3
与,yu3
屿,yu3
禹,yu3
宇,yu3
语,yu3
羽,yu3
玉,yu4
域,yu4
芋,yu4
郁,yu4
吁,xu1
遇,yu4
喻,yu4
峪,yu4
御,yu4
愈,yu4
欲,yu4
狱,yu4
育,yu4
誉,yu4
訞,ya1o
訟,so4ng
訠,she3n
訡,yi2n
訢,xi1n
訣,jue2
訤,xia2o
訥,ne4
訦,che2n
訧,yo2u
訨,zhi3
訩,xio1ng
訪,fa3ng
訫,xi4n
訬,cha1o
設,she4
訮,ya2n
訯,sa3
訰,zhu4n
許,xu3
訲,yi4
訳,yi4
訴,su4
訵,chi1
訶,he1
訷,she1n
訸,he2
訹,xu4
診,zhe3n
註,zhu4
証,zhe4ng
訽,go4u
訿,zi3
詀,zha1n
詁,gu3
詂,fu4
詃,jia3n
詄,die2
詅,li2ng
詆,di3
詇,ya4ng
詉,na2o
詊,pa4n
詋,zho4u
詌,ga4n
詍,yi4
詎,ju4
詏,ya4o
詐,zha4
詑,yi2
詒,yi2
詓,qu3
詔,zha4o
評,pi2ng
詖,bi4
詗,xio4ng
詘,qu1
詙,ba2
詚,da2
詛,zu3
詜,ta1o
詝,zhu3
詞,ci2
詟,zhe2
詠,yo3ng
詡,xu3
詢,xu2n
詣,yi4
詤,hua3ng
詥,he2
試,shi4
詧,cha2
詨,xia4o
詩,shi1
詪,he3n
詫,cha4
詬,go4u
詭,gui3
詮,qua2n
詯,hui4
詰,jie2
話,hua4
該,ga1i
詳,xia2ng
詴,we1i
詵,she1n
詶,zho4u
詷,to2ng
詸,mi2
詺,mi4ng
詻,e4
詼,hui1
詽,ya2n
詾,xio1ng
詿,gua4
誀,e4r
浴,yu4
寓,yu4
裕,yu4
预,yu4
豫,yu4
驭,yu4
鸳,yua1n
渊,yua1n
冤,yua1n
元,yua2n
垣,yua2n
袁,yua2n
原,yua2n
援,yua2n
辕,yua2n
园,yua2n
员,yua2n
圆,yua2n
猿,yua2n
源,yua2n
缘,yua2n
远,yua3n
苑,yua4n
愿,yua4n
怨,yua4n
院,yua4n
曰,yue1
约,yue1
越,yue4
跃,yue4
钥,ya4o
岳,yue4
粤,yue4
月,yue4
悦,yue4
阅,yue4
耘,yu2n
云,yu2n
郧,yu2n
匀,yu2n
陨,yu3n
允,yu3n
运,yu4n
蕴,yu4n
酝,yu4n
晕,yu1n
韵,yu4n
孕,yu4n
匝,za1
砸,za2
杂,za2
栽,za1i
哉,za1i
灾,za1i
宰,za3i
载,za4i
再,za4i
在,za4i
咱,za2n
攒,za3n
暂,za4n
赞,za4n
赃,za1ng
脏,za4ng
葬,za4ng
遭,za1o
糟,za1o
凿,za2o
藻,za3o
枣,za3o
早,za3o
澡,za3o
蚤,za3o
躁,za4o
噪,za4o
造,za4o
皂,za4o
灶,za4o
燥,za4o
责,ze2
择,ze2
则,ze2
泽,ze2
贼,ze2i
怎,ze3n
增,ze1ng
憎,ze1ng
曾,ce2ng
赠,ze4ng
扎,zha1
喳,zha1
渣,zha1
札,zha2
轧,ya4
誁,bi4ng
誂,tia3o
誃,yi2
誄,le3i
誅,zhu1
誆,kua1ng
誇,kua1
誈,wu1
誋,ji4
誌,zhi4
認,re4n
誎,cu4
誏,la3ng
誐,e2
誑,kua2ng
誒,e2i
誔,ti3ng
誕,da4n
誖,be4i
誗,cha2n
誘,yo4u
誙,ke1ng
誚,qia4o
誛,qi1n
誜,shua4
誝,a1n
語,yu3
誟,xia4o
誠,che2ng
誡,jie4
誢,xia4n
誣,wu1
誤,wu4
誥,ga4o
誦,so4ng
誧,bu1
誨,hui4
誩,ji4ng
說,shuo1
誫,zhe4n
説,shuo1
読,du2
誮,hua1
誯,cha4ng
誰,shui2
誱,jie2
課,ke4
誳,qu1
誴,co2ng
誵,xia2o
誶,sui4
誷,wa3ng
誸,xia2n
誹,fe3i
誺,chi1
誻,ta4
誼,yi4
誽,ni4
誾,yi2n
調,dia4o
諀,pi3
諁,zhuo2
諂,cha3n
諃,che1n
諄,zhu1n
諅,ji4
諆,qi1
談,ta2n
諈,zhui4
諉,we3i
諊,ju1
請,qi3ng
諌,do3ng
諍,zhe4ng
諎,ze2
諏,zo1u
諐,qia1n
諑,zhuo2
諒,lia4ng
諓,jia4n
諔,chu4
諕,ha2o
論,lu4n
諗,she3n
諘,bia3o
諙,hua4
諚,pia2n
諛,yu2
諜,die2
諝,xu1
諞,pia3n
諟,shi4
諠,xua1n
諡,shi4
諢,hu4n
諣,hua4
铡,zha2
闸,zha2
眨,zha3
栅,zha4
榨,zha4
咋,za3
乍,zha4
炸,zha4
诈,zha4
摘,zha1i
斋,zha1i
宅,zha2i
窄,zha3i
债,zha4i
寨,zha4i
瞻,zha1n
毡,zha1n
詹,zha1n
粘,zha1n
沾,zha1n
盏,zha3n
斩,zha3n
辗,nia3n
崭,zha3n
展,zha3n
蘸,zha4n
栈,zha4n
占,zha4n
战,zha4n
站,zha4n
湛,zha4n
绽,zha4n
樟,zha1ng
章,zha1ng
彰,zha1ng
漳,zha1ng
张,zha1ng
掌,zha3ng
涨,zha3ng
杖,zha4ng
丈,zha4ng
帐,zha4ng
账,zha4ng
仗,zha4ng
胀,zha4ng
瘴,zha4ng
障,zha4ng
招,zha1o
昭,zha1o
找,zha3o
沼,zha3o
赵,zha4o
照,zha4o
罩,zha4o
兆,zha4o
肇,zha4o
召,zha4o
遮,zhe1
折,zhe2
哲,zhe2
蛰,zhe2
辙,zhe2
者,zhe3
锗,zhe3
蔗,zhe4
这,zhe4
浙,zhe4
珍,zhe1n
斟,zhe1n
真,zhe1n
甄,zhe1n
砧,zhe1n
臻,zhe1n
贞,zhe1n
针,zhe1n
侦,zhe1n
枕,zhe3n
疹,zhe3n
诊,zhe3n
震,zhe4n
振,zhe4n
镇,zhe4n
阵,zhe4n
蒸,zhe1ng
挣,zhe1ng
睁,zhe1ng
征,zhe1ng
狰,zhe1ng
争,zhe1ng
怔,zhe1ng
整,zhe3ng
拯,zhe3ng
正,zhe4ng
政,zhe4ng
諤,e4
諥,zho4ng
諦,di4
諧,xie2
諨,fu2
諩,pu3
諪,ti2ng
諫,jia4n
諬,qi3
諭,yu4
諮,zi1
諯,zhua1n
諰,xi3
諱,hui4
諲,yi1n
諳,a1n
諴,xia2n
諵,na2n
諶,che2n
諷,fe3ng
諸,zhu1
諹,ya2ng
諺,ya4n
諻,hua2ng
諼,xua1n
諽,ge2
諾,nuo4
諿,qi1
謀,mo2u
謁,ye4
謂,we4i
謃,xi1ng
謄,te2ng
謅,zho1u
謆,sha4n
謈,po2
謉,kui4
謊,hua3ng
謋,huo4
謌,ge1
謍,yi2ng
謎,mi2
謏,xia3o
謐,mi4
謑,xi3
謒,qia1ng
謓,che1n
謔,xue4
謕,ti2
謖,su4
謗,ba4ng
謘,chi2
謙,qia1n
謚,shi4
講,jia3ng
謜,yua2n
謝,xie4
謞,he4
謟,ta1o
謠,ya2o
謡,ya2o
謢,lu1
謣,yu2
謤,bia1o
謥,co4ng
謧,li2
謨,mo2
謩,mo2
謪,sha1ng
謫,zhe2
謬,miu4
謭,jia3n
謮,ze2
謯,jie1
謰,lia2n
謱,lo2u
謲,ca4n
謳,o1u
謴,gu4n
謵,xi2
謶,zhuo2
謷,a2o
謸,a2o
謹,ji3n
謺,zhe2
謻,yi2
謼,hu1
謽,jia4ng
謾,ma2n
謿,cha2o
譀,ha4n
譁,hua2
譂,cha3n
譃,xu1
譄,ze1ng
譅,se4
帧,zhe1n
症,zhe4ng
郑,zhe4ng
证,zhe4ng
芝,zhi1
枝,zhi1
支,zhi1
吱,zhi1
蜘,zhi1
知,zhi1
肢,zhi1
脂,zhi1
汁,zhi1
之,zhi1
织,zhi1
职,zhi2
直,zhi2
植,zhi2
殖,zhi2
执,zhi2
值,zhi2
侄,zhi2
址,zhi3
指,zhi3
止,zhi3
趾,zhi3
只,zhi3
旨,zhi3
纸,zhi3
志,zhi4
挚,zhi4
掷,zhi4
至,zhi4
致,zhi4
置,zhi4
帜,zhi4
峙,zhi4
制,zhi4
智,zhi4
秩,zhi4
稚,zhi4
质,zhi4
炙,zhi4
痔,zhi4
滞,zhi4
治,zhi4
窒,zhi4
中,zho1ng
盅,zho1ng
忠,zho1ng
钟,zho1ng
衷,zho1ng
终,zho1ng
种,zho3ng
肿,zho3ng
重,zho4ng
仲,zho4ng
众,zho4ng
舟,zho1u
周,zho1u
州,zho1u
洲,zho1u
诌,zho1u
粥,zho1u
轴,zho2u
肘,zho3u
帚,zho3u
咒,zho4u
皱,zho4u
宙,zho4u
昼,zho4u
骤,zho4u
珠,zhu1
株,zhu1
蛛,zhu1
朱,zhu1
猪,zhu1
诸,zhu1
诛,zhu1
逐,zhu2
竹,zhu2
烛,zhu2
煮,zhu3
拄,zhu3
瞩,zhu3
嘱,zhu3
主,zhu3
著,zhu4
柱,zhu4
助,zhu4
蛀,zhu4
贮,zhu4
铸,zhu4
筑,zhu4
譆,xi1
譇,zha1
譈,dui4
