aaaa	啊啊啊
bqix	北阙承行幸
bqij	北阙驰心极
bqdv	北阙对明珠
bqey	北阙峨峨连翠云
bqgv	北阙更新主
bqhi	贝阙寒流彻
bqhl	北阙回舆具四临
bqxm	北阙见端冕
bqjq	北阙九重谁许屈
bqld	北阙连天顶
bqlk	北阙临仙槛
bqql	北阙晴空彩仗来
bqqj	北阙青云不可期
bqqw	北阙晴云捧禁闱
bqrx	北阙任群凶
bqsw	北阙三春晚
bquz	北阙深恩在
bquk	北阙圣人歌太康
bqtl	贝阙桃花浪
bqtx	北阙彤云掩曙霞
bqwg	北阙威仪识汉官
bqwv	北阙忤明主
bqxt	北阙下明台
bqxb	北阙献书寝不报
bqxj	北阙祥云迥
bqxl	北阙心长恋
bqxe	北阙心超矣
bqxx	北阙欣初见
bqxu	北阙休上书
bqyv	北阙颜弥驻
bqym	北阙妖氛满
bqyq	贝阙影浮桥
bqyz	北阙纡宸藻
bqyx	北阙云中见
bqvg	贝阙珠宫
bqyz	备群娱之翕习哉
bwrj	倍然
brlk	杯饶旅思宽
bwrf	背人
brdh	北人多识绿云鬟
brgj	北人归欲尽
brmq	北人莫上动乡情
brnf	北人南去雪纷纷
brus	北人尚冻死
brtl	北人听罢泪将落
brbh	倍日并行
brdi	背日丹枫万木稠
brdy	背日帝宫遥
brfx	背日分明见
brjf	悲荣俱是分
brmd	被绒毛的
bwru	被褥
brbi	悖入悖出
brll	杯如洛水流
brnp	北阮那怜南阮贫
brnk	贝瑞宁
brcl	被弱草兮禘礿联
brgh	背若孤征鸿
brmc	背若芒刺
bwsa	贝萨
bsmb	贝萨玛拉石板
bsni	贝萨尼
bsvw	贝萨中尉
bwsd	杯赛
bse	贝赛尔
bseu	贝塞尔函数
bsei	贝塞尔年初
bsex	贝赛尔曲线
bsev	贝赛二氏综合征
bsni	贝塞尼
bssy	贝塞斯达纤维蛋白原
bszg	卑散自知霄汉隔
bske	贝瑟克
bskm	贝瑟克神庙
bsls	贝瑟莱斯
bucj	北沙参
bwuj	北山
bubl	北山白云里
bucy	北山村
budh	北山东入海
budv	北山独酌
bufi	北山伐木场
bufz	北山伐木场中间的箱子
bugq	北山工业区
bugx	背陕关山险
bugt	北山归草堂
bumu	背山面水
buql	背山起楼
buue	北山疏雨点朝衣
buym	北山烟雾始茫茫
buyd	北山有芳杜
buvb	北山种松柏
bwuh	北上
bwuh	悲伤
buut	北上单于台
budm	北上登蓟门
buhk	北上何所苦
bujy	北上遽催辕
buli	北上辽阳城
bulf	杯觞络绎飞
bumz	背上铭为万年字
bupr	北上频伤阮
buqx	悲伤去住心
burb	陂上日娱宾
butu	北上太行山
butb	北上途未半
buwu	北上唯土山
buxr	杯上写芙蓉
buyh	北上缘太行
buvz	悲伤沼泽
bwuc	焙烧
bumf	北稍门
begi	杯蛇鬼车
behy	杯蛇幻影
bueq	贝申二氏息肉及扁桃体绞断器
bujt	卑身贱体
buqt	卑身屈体
butk	悲甚田横客
buxy	杯深旋被香醪涴
buzy	碑沈字灭昔人远
bwug	悲声
bukl	倍生颗粒
bumc	背生芒刺
buqf	悲声切暝风
bumw	悲生万里外
buzd	悲声载道
bwui	北市
bwdj	碑石
bwui	背时
bubl	被试变量
bdit	碑石长条
bucb	北使从江表
buft	背世返能厌俗态
bdhv	钡石灰
bujh	北使经大寒
buqu	北市区
bdux	碑石生苔藓
bwuz	倍受
bwuz	备受
bwuz	背手
bucv	北首辞明主
bujj	北收晋阳甲
buvj	北首瞻龙戟
bwuu	倍数
bwuu	备疏
bwuu	备述
bwuu	背书
bwuz	背熟
bubq	北书不至雁无情
buer	辈数儿
buhn	卑束会君难
bulb	倍舒林
buts	倍舒通
bwux	被刷
bwul	倍爽
bubx	倍水半芹烯
buix	杯水车薪
budl	陂水淡已绿
buls	杯水粒粟
buyv	背水一战
buyx	杯水舆薪
buvf	背水阵
buvj	杯水之敬
buvx	杯水之谢
buzb	背水纵神兵
bwuy	倍顺
bwsi	贝思
bsgr	悲丝光易染
bslq	北寺邻玄阙
bsqm	北思悄联绵
bsrz	北思日悠哉
bstk	倍司特克
bsyv	悲思杳难终
bsyg	悲丝与急管
bwss	倍松
bwss	北宋
bwss	背诵
bsfj	被讼赴急
bsum	北叟失马
bwsu	倍速
bwsr	悲酸
bsji	被随机
bwta	北塔
bwta	碑拓
btgf	贝他根
bths	倍他胡萝卜素
bthw	倍他胡萝卜素胶丸
bthp	倍他胡萝卜素咀嚼片
bthj	倍他环糊精
btlk	倍他乐克
btlp	倍他乐克片
btlx	北塔凌空虚
btln	被他笼与作艰难
btld	倍他罗定
btld	倍它罗定
btle	倍他洛尔
btmd	倍他美罗定
btmd	倍他美沙朵
btml	倍他米隆
btms	倍他米松
btmj	倍他米松搽剂
btmn	倍他米松磷酸钠
btmy	倍他米松磷酸钠注射液
btmp	倍他米松片
btmg	倍他米松软膏
btms	倍他米松新霉素
btmg	倍他米松新霉素乳膏
btmy	倍他米松注射液
btnd	倍他尼定
btqn	倍他羟基芬太尼
btqu	北塔区
btux	贝塔射线
btuu	倍他舒
btsv	倍他司丁
btsy	倍他司丁注射液
btst	倍他司汀
btsy	倍他司汀口服液
btsp	倍他司汀片
btsy	倍他司汀注射液
btzo	倍他唑
btjm	碑苔几字灭
bwtj	悲叹
bwtj	被毯
bteb	贝坦二氏病
bwth	北塘
bwth	陂塘
btei	贝汤二氏增殖体刮匙
btgr	北堂红草盛丰茸
btgr	北堂红草盛茸
btlk	北堂留上客
btlk	北堂罗荐开
btnk	贝唐宁
btqu	北堂千万寿
btqu	北塘区
btwq	北堂未安寝
btwq	陂塘五月秋
btxl	北堂萱草不寄来
btyo	北堂夜夜人如月
btey	北堂倚门望君忆
btyd	北堂应久待
btvj	北堂珍重琥珀酒
btzy	背堂资僻远
bwtc	被套
btym	北讨燕承命
btel	贝特二氏定律
btel	贝特二氏肌肉营养不良
btju	贝特近似
btlk	贝特令
btly	贝特令儿童用鱼肝油
btui	贝特沙耳皮特方程
btuu	贝特舒
btyb	贝特以色列血红蛋白
bwtg	背疼
btbh	悲啼百万行
btqb	悲啼乞就别
btmr	悲天悯人
btxd	被天席地
btej	北眺崿嶂奇
btxj	悲调弦中急
bwtp	碑帖
bwtk	碑亭
btji	被停机
btkd	北庭苦寒地
btuy	北庭生献五单于
btuu	北庭数有关中使
btsu	北庭送壮士
bwts	悲恸
bwts	悲痛
btyj	悲痛欲绝
btvj	被统治阶级
btvv	被统治者
bwtz	北头
bwtz	背头
bwtz	被头
bwtu	北图
btfy	北土非吾愿
btfs	北土分尧俗
btuf	被吞噬者的披风
bduv	背驮式肝移植
bwtx	悲惋填心胸
bwux	北望单于日半斜
bwut	北望单于台
bwhq	北望衡阳雁几群
bwjl	北望极长廊
bwkh	北望苦销魂
bwlu	备忘录
bwnd	北望南郊消息断
bwqx	北望情何限
bwui	北望沙漠垂
bwui	北望伤神坐北窗
bwub	北望是他邦
bwtu	北望太行山
bwwj	北望五陵间
bwmx	北望无乡信
bwxm	北望先贤墓
bwxi	北望乡关生客愁
bwvy	北望转逶迤
bwww	北围
bwww	北纬
bwww	北魏
bwww	卑微
bwiu	备位充数
bweq	贝威二氏产钳
bweg	贝韦二氏拉钩
bwev	贝威二氏综合征
bwho	背为虎文龙翼骨
bwta	卑位徒劳安
bwob	碑文
bwdd	北温带
bwev	贝温二氏综合征
bohx	碑文合遣贞魂谢
bwgn	悲翁更忆太平年
bwhm	悲翁回首望承明
bwwo	被窝
bwer	被窝儿
bwwu	卑污
bwrj	被污染的月亮井
bxdi	贝西迪
bxeb	贝西二氏病
bxhk	背西海以夸
bxjj	悲喜交集
bxju	悲喜剧
bxlw	贝西劳里布罗克单位
bxlf	贝西劳里布罗克方法
bxlw	贝西劳里单位
bxno	贝希娜
bxuy	杯锡上尊馀
bxyi	杯锡杳仍迟
bxyb	被吸引
bxzb	贝西泽二氏病
bwxx	卑下
bwxx	备下
bwxl	背向
bxhi	碑想汉川沉
bxlj	背乡离井
bxyi	杯香药味春
bxvq	北向祗双阙
bxhu	被消化的力量之手
bxlh	悲笑屡相和
bxcq	北谢苍龙去
bwxb	倍欣
bwxb	背信
bwxb	背心
bxdg	悲辛但狂顾
bxqe	背信弃义
bxwi	悲心舞不成
bxyi	悲心夜忡忡
bwxk	倍兴
bhdu	杯行到君莫停手
bhmi	杯行莫遣迟
bhmt	杯行无留停
bxgz	背胸过载
bwxu	被絮
bxim	北洫敞高明
bwxr	备选
bxjq	被选举权
bxfu	北雪犯长沙
bxbx	杯巡不暂休
bxfh	北巡非汉后
bxfu	被驯服的科多兽
bwya	背压
bwya	被押
byeu	贝亚二氏反射
byfu	贝亚反射
byuu	被压树
byif	北雁初回江燕飞
byij	北雁春归看欲尽
byif	背岩春未发
bygm	北雁归飞入窅冥
bylc	悖言乱辞
byqr	北岩千馀仞
bysw	北雁塞声微
byse	北雁送驰驿
bywv	背岩惟有两三枝
byyf	北雁又南飞
byyt	背岩猿下偷
bwyh	北洋
byjf	北洋军阀
byxy	被遥隰兮经长衍
bwye	悲咽
bxvk	贝叶传金口
bxju	贝叶经前无住色
bxju	贝叶经文手自书
bxuu	贝叶树
bxsl	贝叶斯定理
bxsq	贝叶斯分类器
bxsx	贝叶斯分析
bxsf	贝叶斯决策方法
bxsz	贝叶斯决策规则
bxsj	贝叶斯逻辑
bxsl	贝叶斯推理
bxsl	贝叶斯推理网络
bxyz	贝叶欲翻迷锦字
bxzq	贝叶字无穷
bwei	悲翼
becq	北倚苍龙阙
bycv	被役此边州
beeq	贝伊二氏椎板切除术牵开器
befe	背义负恩
befx	背义负信
bwqi	被遗弃的篷车
byqj	杯以倾美酒
bwwa	被遗忘的海岸
bewe	背义忘恩
bwwv	被遗忘者
bwwd	被遗忘者臭气弹
bevd	悲翼之地
byzm	卑以自牧
bwyb	倍音
bwyb	碑阴
bwyb	背阴
byym	悲吟雨雪动林木
bwyk	背影
byhc	碑茔或半存
bymd	被硬毛的
byeg	杯影蛇弓
bwys	备用
byob	备用金
bylg	北拥鲁阳关
bypb	备用品
byry	备用冗余
byty	备用替代冗余
byjt	备用系统
bwyz	备有
bwyz	贝友
bybx	背有八卦称神仙
byho	被诱惑
byjm	北有涧水通青苗
byjv	北游君似智
byug	北有上年宫
byuh	北游殊未还
byct	悲与此同
byhq	悲羽化之难齐
byxn	倍欲惜芳年
byhf	悲猿何处发
byjw	北辕就泾渭
byld	北苑罗裙带
byqg	备员窃补衮
byki	北辕适楚
byky	北辕适粤
byxv	北园新栽桃李枝
byxx	北垣新诏拜龙骧
bwyc	北约
bwyy	背运
byqy	北云去吴越
bzmz	悲哉门弟子
bznu	悲哉年祀倏
bzur	悲哉世上人
bzwv	悲哉为儒者
bzvy	备载置寺由
bvju	备择假设
bzmx	被泽蒙庥
bzpm	陂泽平茫茫
bzwg	陂泽闻鶬鹒
bwzg	倍增
bzdj	倍增电极
bzgq	倍增管探测器
bzgi	倍增过程
bzqi	倍增器
bzju	倍增系数
bvxh	陂溠写江潢
bwvd	背债
bvlq	北宅聊偃憩
bvyq	北斋有凉气
bwvj	北站
bwvj	备战
bwvj	杯盏
bvid	北瞻长安道
bvju	被占据
bvlp	杯粘落花片
bvqu	北站区
bwvh	北障
bwvc	被罩
bvli	北照辽阳城
bwvc	背着
bvmt	被折磨者的手套
bvny	北辙南辕
bvuz	背着手
bvxj	悲者胸甲
bvmx	北镇满族自治县
bvui	北镇市
bvus	北镇市山庆制药有限公司
bvfx	北征非我心
bvlh	北征戮骄悍
bwvi	卑职
bwvi	备置
bwvi	备至
bwvi	碑志
bvii	卑枝成屋椽
bvdz	卑枝低结子
bvjd	备知经济道
bvkb	北知崆峒薄
bvuz	北枝霜露滋
bvwf	北枝未发
bvml	卑之无甚高论
bvyl	北指严光濑
bvfu	北中分与故交疏
bvhz	杯中忽复醉
bvll	杯中绿蚁吹转来
bvey	杯中蛇影
bvwu	杯中物
bvxe	杯中雪胸臆
bvvw	杯中之物
bvvx	杯中壮志红颜歇
bwvz	北周
bwvu	备注
bvil	北渚沉沉江汉流
bvdm	背主动脉
bvdq	北渚对芳蹊
bvhf	北注何奔放
bvjy	北渚既荡漾
bvky	北渚空悠悠
bvlh	北渚凌青荷
bvlw	北逐楼烦王
bvnj	背柱内侧丘系
bvpl	北渚平明法驾来
bvqy	北渚清光溢
bvql	北逐驱獯虏
bvsy	北渚三更闻过雁
bvuc	北渚生芳草
bvrq	北转入谿桥
bwvl	悲壮
bve	杯状耳
bvyt	杯状幼体
bwz	杯子
bwz	被子
bwz	辈子
bzgu	被兹甘棠树
bzvw	被子植物
bzij	北走出秦畿
bzdm	北走代云密
bzfv	北走非通赵
bzgx	北走关山开雨雪
bzju	北走尽亭戍
bzjj	北走经险艰
bzpq	北走平生亲
bzud	北走少梁地
bzyh	北走雁门寒
bzym	北走燕云密
bwzu	备足
bwzo	碑座
bziq	悲作楚地囚
bzex	贝佐尔德布吕克现象
bzeu	贝佐尔德亚里施反射
bfan	苯胺
bajs	苯氨基萘磺酸
bajs	苯胺基萘磺酸
bajv	苯胺甲醛树脂
balj	苯胺蓝
baef	本奥二氏法
bbbt	苯巴比妥
bbbj	苯巴比妥东莨菪碱
bbbp	苯巴比妥东莨菪碱片
bbbn	苯巴比妥钠
bbbp	苯巴比妥钠片
bbby	苯巴比妥钠注射液
bbbp	苯巴比妥片
bfbc	本报
bbky	奔北空塞垣
bfbf	本本
bbff	本本分分
bbve	本本主义
bbzu	奔奔族
bbcl	奔迸辞故里
bblt	奔迸历畏途
bfbi	本币
bpnl	苯吡喃酮类
bban	苯苄胺
bfbk	苯并
bban	苯丙胺
bbav	苯丙氨基甲酸酯
bbav	苯丙胺基甲酸酯
bbal	苯丙胺类
bbap	苯丙胺片
bbas	苯丙氨酸
bbam	苯丙氨酸单加氧酶
bbaj	苯丙氨酸氮芥
bbam	苯丙氨酸单氧酶
bbam	苯丙氨酸合成酶
bbak	苯丙氨酸醌
bbas	苯丙氨酸赖氨酸血管加压素
bbam	苯丙氨酸连接酶
bbam	苯丙氨酸羟化酶
bbab	苯丙氨酸羟化酶缺乏病
bbae	苯丙氨酸特异
bbae	苯丙氨酸转移
bbam	苯丙氨酰合成酶
bbav	苯丙氨酯
bbap	苯丙氨酯片
bbay	苯丙胺注射液
bbpm	苯并吡单加氧酶
bbpn	苯并吡喃
bbpt	苯并吡喃酮
bbiy	苯丙醇
bbiw	苯丙醇胶丸
bbil	苯丙醇诺龙
bbiy	苯丙醇诺龙注射液
bbev	苯并二氮杂卓
bbew	苯并二氮卓类受体部位
bbet	苯并二氢呋喃酮
bbeh	苯并二氧六环
bbfg	苯丙砜
bbmv	苯并咪唑氨甲酸乙酯
bbpd	苯丙哌啶
bbpl	苯丙哌林
bbpx	苯并芘
bbpw	苯并芘二羟乙醇双氧化物
bbsv	苯并噻吩甲基氨甲酸酯
bbsr	苯丙酸
bbst	苯丙酸睾酮
bbsy	苯丙酸甲酯的盐酸盐
bbsl	苯丙酸诺龙
bbsy	苯丙酸诺龙注射液
bbts	苯丙酮
bbta	苯丙酮氨基甲叉硝基苯胺
bbtw	苯丙酮胶丸
bbtx	苯丙酮尿型
bbtv	苯丙酮尿症
bbtv	苯丙酮酸尿症
bbxi	苯丙烯醇
bbxq	苯丙烯醛
bbxv	苯丙烯酸环己酯
bbxv	苯丙烯酸甲酯
bbyg	苯丙氧基胍
bfbo	奔波
bbeb	奔波尔霸
bbzj	奔波自追及
bbzi	奔波走风尘
bfbu	本埠
bfbu	本部
bblw	苯卟啉衍生物
bfcc	本草
bcjf	本草脚肤
bcyz	本草油
bfce	本册
bchx	奔策候残星
bivf	栟茶镇
bibj	本朝不入非高计
bigd	本朝光汉代
biqz	本超骐骥足
bizl	本朝再树立
bidg	奔车得停轨
bifi	奔尘飞箭若麟螭
biuv	苯撑双硫脲基甲酸乙酯
bfii	奔驰
bifw	本持符瑞验明王
bixy	本持乡曲誉
bifw	苯稠菲
biwv	本出吴门中
bizx	本初子午线
bcyh	本词云朝履霜兮采晨寒
bcyx	本词云狄戎侵兮
bcyd	本词云将乖比翼隔天端
bcud	奔凑似朝东
bcht	奔蹙横澄潭
bfcr	奔窜
bdef	本丹二氏法
bdey	本丹二氏试验
bdwi	本胆烷二醇
bfdh	本当
bfdc	本岛
bfde	本地
bfdi	本底
bddl	本地地址管理
bdfw	本地防务
bdfd	本地防务频道
bdfu	本底辐射
bdhx	本地化
bdju	本底计数
bdjd	本地加电
bdjw	本迪加斯上尉
bdjk	本地接口
bdrf	本地人
bdzu	本底噪声
bdvd	本地终端
bvnn	苯丁脲
bvsj	苯丁酸氮芥
bvsp	苯丁酸氮芥片
bvsp	苯丁酸氮芥纸型片
bfdz	畚斗
bddv	本顿戴维斯技术
bddj	本顿戴维斯杂交
bean	苯二胺
befl	苯二酚类
bejv	苯二甲基二异氰酸酯
bejs	苯二甲酸醋酸纤维素
bejm	苯二加氧酶
bffh	奔放
bflu	奔飞流杂树
bfff	本分
bfff	苯酚
bfbs	苯酚丙酸
bfcu	苯酚醋酸水
bfum	苯酚单加氧酶
bfdy	苯酚滴耳液
bfjq	苯酚甲醛
bfjv	苯酚甲醛树脂
bfjy	苯酚酒精溶液
bfpm	苯酚葡糖基转移酶
bfrf	本分人
bfrg	苯酚软膏
bfwp	苯酚伪麻片
bfiw	奔峰出岭外
bffu	奔赴
bfef	本弗二氏法
bfly	苯福林滴眼液
bfgd	本该
bgay	苯甘氨酸异戊酯盐酸盐
bge	本戈尔
bgey	本格二氏试验
bgbn	本固邦宁
bgsi	本古斯
bgvr	本固枝荣
bgfi	奔晷复西驰
bfgo	本国
bgrf	本国人
bhlm	苯海拉敏
bhlm	苯海拉明
bhlj	苯海拉明薄荷脑糖浆
bhlp	苯海拉明片
bhlj	苯海拉明糖浆
bhlj	苯海拉明伪麻黄碱
bhln	苯海拉明伪麻黄碱胶囊
bhly	苯海拉明注射液
bhso	苯海索
bhsp	苯海索片
bfhh	本行
bhan	苯琥胺
bhqv	奔狐将迸雉
bfhr	苯环
bhld	苯环利定
bhrv	苯环壬酯
bhrp	苯环壬酯片
bhaa	苯磺阿曲库铵
bhay	苯磺阿曲库铵注射液
bhsa	苯磺酸阿曲库铵
bhsp	苯磺酸氨氯地平
bhsn	苯磺酸氨氯地平胶囊
bhsp	笨磺酸氨氯地平片
bhsp	苯磺酸氨氯地平片
bhsp	苯磺酸左旋氨氯地平
bhsp	苯磺酸左旋氨氯地平片
bhxm	苯磺酰
bhxs	苯磺酰乙二胺二乙酸
bher	笨活儿
bhkj	本霍柯三氏试剂
bfji	本籍
bfji	本纪
bfji	畚箕
bfji	苯基
bjas	苯基氨基丁酸
bjav	苯基氨基甲酸异丙酯
bjaz	苯基氨基四唑
bjbo	苯基苯并吡金羊
bjbt	苯基苯并吡喃酮
bjbz	苯基苯并咪唑
bjpt	苯基吡咯二酮
bjbj	苯基丙氨酸氮芥
bjbi	苯基丙醇
bjbv	苯基丙基苯乙酸乙酯
bjbs	苯基丙酸
bjbs	苯基丙烯酸
bjva	苯基丁二酸一酰胺
bjvi	苯基丁炔醇
bjvt	苯基丁酮
bjvw	苯基丁酮亚硫酸氢钾加成物
bjva	苯基丁酰胺
bjds	苯基对氨苯磺酸
bjdn	苯基对碘苯基乙内酰脲
bjdt	苯基对氟苯甲酰丙基吡唑二酮
bjff	苯基酚
bjgs	苯基甘氨酸
bjos	苯基金鸡宁酸
bjks	苯基喹啉甲酸
bjlg	苯基硫代半乳糖苷
bjlv	苯基硫代膦酸乙基硝基苯基酯
bjly	苯基硫基乙酸胺基青霉烷酸二钠盐
bjma	苯基马来酰亚胺
bjna	苯基萘胺
bjpv	苯基哌啶丙酸丁酯
bjpv	苯基哌啶乙酸哌啶乙酯
bjqa	苯基羟胺
bjqs	苯基羟基丙酸
bjrs	苯基肉桂酸
bjua	苯基叔丁胺
bjuv	苯基水杨酸二乙氨乙酯
bjut	苯基水杨酸铜
bjwi	苯基戊醇
bjxv	苯基辛可宁酸乙酯
bjea	苯基异丙胺
bjem	苯基乙醇胺甲基转移酶
bjes	苯基异丁丙酸
bjei	苯基乙二醇
bjea	苯基乙酰胺
bjea	苯基乙酰色胺
bfjx	本家
bjbt	苯甲巴比妥
bjit	苯甲川基苯并呋喃酮
bjiy	苯甲醇
bjiy	苯甲醇注射液
bjer	本家儿
bjez	苯甲二氮唑
bjgz	本家关西族
bjjl	苯甲基吗啉
bjlx	本家蓝田下
bjli	本家聊摄城
bjlj	本家零落尽
bjlr	本家陇西人
bjqq	本家清渭曲
bjqq	苯甲曲秦
bjqr	苯甲醛
bjsr	苯甲酸
bjsv	苯甲酸苄酯
bjsj	苯甲酸苄酯搽剂
bjsy	苯甲酸苄酯滴滴涕苯佐卡因洗液
bjsj	苯甲酸苄酯凝胶
bjsg	苯甲酸苄酯乳膏
bjsi	苯甲酸雌二醇
bjsg	苯甲酸雌二醇软膏
bjsy	苯甲酸雌二醇注射液
bjsi	苯甲酸雌三醇
bjst	苯甲酸雌酮
bjsm	苯甲酸单加氧酶
bjsm	苯甲酸二加氧酶
bjsv	苯甲酸二乙氨甲苄酯
bjsv	苯甲酸己烯酯
bjsv	苯甲酸甲丙氨基丙酯
bjsa	苯甲酸赖氨酰胺
bjst	苯甲酸利扎曲普坦
bjsn	苯甲酸利扎曲普坦胶囊
bjsn	苯甲酸钠
bjsv	苯甲酸萘酯
bjss	苯甲酸水扬酸
bjss	苯甲酸水杨酸
bjsy	苯甲酸注射液
bjtp	苯甲托品
bjtp	苯甲托品片
bjxa	苯甲酰胺
bjxv	苯甲酰半胱氨酸乙酯
bjxa	苯甲酰苯胺
bjxa	苯甲酰苯基羟胺
bjxs	苯甲酰甘氨酸
bjxa	苯甲酰基氨苯磺胺
bjxm	苯甲酰基精氨酸萘基酰胺水解酶
bjxa	苯甲酰基精氨酸硝酰基苯胺
bjxa	苯甲酰基精氨酰胺
bjxs	苯甲酰基酪氨酰对氨基苯甲酸
bjxa	苯甲酰精氨酸萘酰胺
bjxm	苯甲酰精氨酸乙醚
bjxv	苯甲酰精氨酸乙酯
bjxa	苯甲酰精氨酰胺
bjxa	苯甲酰精氨酰萘胺
bjxs	苯甲酰酪氨酸对氨基苯甲酸
bjxs	苯甲酰酪氨酰氨基苯酸
bjxs	苯甲酰酪氨酰对氨基苯甲酸
bjxt	苯甲酰硫乙甘肽
bjxs	苯甲酰萘酚酰二乙基氨乙基纤维素
bjxt	苯甲酰葡糖
bjxs	苯甲酰巯基丙酸
bjxa	苯甲酰巯基乙胺
bjxs	苯甲酰巯基乙酸
bjxs	苯甲酰巯基乙酰基丙氨酸
bjxs	苯甲酰巯基乙酰基甘氨酸
bjxa	苯甲酰同型精氨酰胺
bjxs	苯甲酰硒蛋氨酸
bfjp	本届
bjdj	本结弟兄交
bjmk	本杰明
bjmu	本杰明修士
bfob	本金
bjgh	奔鲸夹黄河
bjuv	本惊时不住
bqbj	苯卡巴肼
bqbp	苯卡巴肼肠溶片
bqtl	苯卡特罗
bqtp	苯卡特罗片
bfkj	本刊
bkej	本康二氏面罩配件
bfke	本科
bkug	本科生
bkvu	笨口拙舌
bklw	苯醌类
bfld	本来
blmm	本来面目
blqs	本来清净所
blrz	本来儒家子
bluj	本来生灭尽
bflh	奔狼
bflw	本垒
bljb	奔雷机关豹
bfli	本利
blef	本李二氏法
blyl	奔吏殷成雷
bflk	本领
bflq	奔流
bldh	奔流到海不复回
blfj	奔流翻石矶
blff	苯硫酚
blnn	苯硫脲
blrm	奔流若会溟
blsy	奔流洒络缨
bluv	奔流水
blxv	奔流下青嶂
blvb	奔流状千般
blvo	奔龙争渡月
bldy	本罗代谢测定仪
blel	本罗二氏定律
blej	本罗二氏肺量计
bleq	本罗二氏呼吸器
bleq	本罗二氏量热器
bleq	本罗二氏器
blsl	本罗斯科二氏定律
blyi	本罗仪
blff	苯氯酚
bmgt	苯吗庚酮
bmoh	本卖文为活
bfmh	奔忙
bfmf	贲门
bmiv	贲门成形术
bmjv	贲门肌切开术
bmed	贲门食道的
bmei	贲门食管松弛
bmlf	奔梦屡惊风
bmzs	苯咪唑青霉素
bfmk	奔命
bfmk	本名
bmnm	本命年
bfmo	本末
bmdv	本末倒置
bmef	本默二氏法
bmey	本默二氏试验
bmyl	本末源流
bfno	本娜
bfng	本能
bnid	本能冲动
bnly	本能论
bnhw	本能行为
bfni	本尼
bnbe	本拟报君恩
bndz	本尼迪克的箱子
bndw	本尼迪克上尉
bndu	本尼迪克特公式
bnds	本尼迪塔斯
bnsz	奔尼斯特拉兹
bnya	本尼亚
bfnm	本年
bndo	本年度
bvxk	本粘性
bdxf	坌鸟先飞
bdxf	笨鸟先飞
boda	苯偶氮萘胺
bpdv	苯哌啶乙酸二乙氨乙酯
bpld	苯哌利定
bfpc	奔跑
bpsd	奔跑速度
bfpn	本票
bjhx	本期汉代金吾婿
bjqu	本期清夏暑
bfqm	本钱
bqvv	苯前缀
bqbs	苯羟丙酸
bqja	苯羟甲胺
bqjp	苯羟甲胺片
bqbj	奔峭背赤甲
bqmt	苯晴米特
bqqv	奔倾千万状
bqsl	本求三十侍中郎
bqou	本求文举识
bqjv	奔泉溅水珠
brwj	奔桡骛断矶
bfrf	本人
brxg	本人寻老公
brxp	本人寻老婆
brsr	苯乳酸
bsdk	苯噻啶
bsdp	苯噻啶片
bsff	苯三酚
bsjs	苯三甲酸
bfsh	奔丧
bfud	本色
bezz	奔蛇走虺势入坐
bfuf	本神
bfuf	本身
buus	苯肾上腺素
buxt	本神穴
budg	本生灯
budi	本生电池
bull	本生罗二氏定律
bull	本生罗斯科二氏定律
bfui	奔逝
bfui	奔驶
bfui	本事
buce	本是苍龙儿
buiw	本是池中物
buiy	本是楚家玉
bufd	本是风流地
buhy	本是寒松液
buhq	本是河间好数钱
buhl	本是胡中乐
buji	本世纪
bujk	本是江南客
bulm	本师留度门
bult	本是龙门桐
bulu	本是鲁诸生
buqy	本是墙东隐
buur	本是疏散人
butl	本是天池龙
buww	本是忘忧物
buvm	本是诸生守文墨
bubj	笨手笨脚
bumx	奔兽莫敢息
buuv	笨手说话不清综合征
buya	苯水杨酰胺
bsed	本斯二氏袋
bsqs	本斯琼斯蛋白尿
bsqs	本斯琼斯尿
btef	本太二氏法
bftc	奔逃
btum	奔涛上漫漫
btvb	奔涛振石壁
btlq	本特利调温氧合器
bftg	奔腾
btpx	奔腾咆哮
